1,-1,853.2000122070312,492.1000061035156,1077.300048828125,922.7000122070312,0.9700000286102295,-1,-1,-1
1,-1,24.799999237060547,402.29998779296875,207.10000610351562,836.2999877929688,0.9599999785423279,-1,-1,-1
1,-1,1545.800048828125,422.6000061035156,1672.5999755859375,820.0999755859375,0.9599999785423279,-1,-1,-1
1,-1,0.699999988079071,552.2000122070312,122.80000305175781,1082.699951171875,0.9399999976158142,-1,-1,-1
2,-1,863.2999877929688,480.6000061035156,1071.199951171875,923.4000244140625,0.9700000286102295,-1,-1,-1
2,-1,1548.5,421.20001220703125,1675.4000244140625,818.7999877929688,0.9599999785423279,-1,-1,-1
2,-1,32.5,398.8999938964844,203.0,835.5999755859375,0.9399999976158142,-1,-1,-1
2,-1,1.600000023841858,546.7999877929688,126.19999694824219,1084.0,0.9399999976158142,-1,-1,-1
3,-1,859.2999877929688,475.8999938964844,1067.199951171875,924.0999755859375,0.9599999785423279,-1,-1,-1
3,-1,1548.5,421.20001220703125,1688.800048828125,819.4000244140625,0.9599999785423279,-1,-1,-1
3,-1,1.600000023841858,542.0,124.19999694824219,1087.4000244140625,0.9399999976158142,-1,-1,-1
3,-1,40.400001525878906,397.8999938964844,199.10000610351562,837.0,0.9399999976158142,-1,-1,-1
4,-1,856.5999755859375,471.79998779296875,1053.699951171875,926.7999877929688,0.9700000286102295,-1,-1,-1
4,-1,1556.5999755859375,417.79998779296875,1697.0,818.7999877929688,0.9599999785423279,-1,-1,-1
4,-1,1.2999999523162842,542.7000122070312,126.9000015258789,1084.0,0.9300000071525574,-1,-1,-1
4,-1,52.20000076293945,405.0,188.1999969482422,835.5999755859375,0.9200000166893005,-1,-1,-1
5,-1,1545.800048828125,414.3999938964844,1686.199951171875,816.7999877929688,0.9599999785423279,-1,-1,-1
5,-1,866.7000122070312,471.20001220703125,1038.199951171875,927.4000244140625,0.9599999785423279,-1,-1,-1
5,-1,1.899999976158142,610.9000244140625,126.4000015258789,1082.0,0.949999988079071,-1,-1,-1
5,-1,72.4000015258789,429.29998779296875,177.6999969482422,835.5999755859375,0.9300000071525574,-1,-1,-1
6,-1,891.0,476.8999938964844,1036.800048828125,927.4000244140625,0.9599999785423279,-1,-1,-1
